"Ticker","Date","LatestAvailableDate","HistoryBars","HistoryQuality","Price","ChangePct","Signal","ActiveSignals","SignalGroup","ActiveSignal","SniperLocation","LastActiveSignals","LastActiveDate","LastSniperLocation","SignalAgeLabel","AgeDays","Trend","TrendShort","TrendMedium","TrendLong","Structure","Regime","RisenScore","RisenInsideRolling","RisenRecentUpBreak","RisenVolSurge","Quadrant","AlphaStatus","RVol","VolPower","VolRegime","XRayBuyPowerPct","XRaySellPowerPct","RSI","ADX","PlusDI","MinusDI","EMA21","EMA50","EMA200","Volume","VolumeSMA20","Score","LogicNotes","Strategy","PortfolioCapital","Buy1","Buy2","Buy3","Buy4","Weight1","Weight2","Weight3","Weight4","Lot1","Lot2","Lot3","Lot4","TotalLots","TotalDeployed","CashLeft","AvgEntry","TheoreticalAvgEntry","StopLoss","TP1","TP2","TP2Fib","RiskBuy1Pct","RiskAvgPct","UpsideBuy1Pct","UpsideAvgPct","RewardRiskBuy1","RewardRiskAvg"
"TALF","2026-05-22","2026-05-22","558","FULL","780","24.8","V-SHAPE","V-SHAPE","reversal","TRUE","","V-SHAPE","2026-05-22","","NEW","0","DOWNTREND","BULLISH","BULLISH","BULLISH","DEMAND STRUCTURE","EXPLOSIVE BULL","19.18","TRUE","TRUE","TRUE","LEADING","LEADING (V-Shape)","1.86","1.86","EXPANSION","100","0","56.45","32.58","25.48","14","706.39","677.22","552.8","762700","410740","5050","Supertrend bearish | RSI 56.5 > 50 | Volume valid 1.86x | Lolos anti-crash ADX | RISEN EXPLOSIVE BULL","Full Grid (1-2-3-4)","100000000","780","695","675","645","0.1","0.2","0.3","0.4","128","287","444","620","1479","99890500","109500","675.39","675.41","590","1065","1350","1350","24.36","12.64","73.08","99.88","3","7.9"
"TBLA","2026-05-22","2026-05-22","558","FULL","635","1.6","V-SHAPE","V-SHAPE","reversal","TRUE","","V-SHAPE","2026-05-22","","NEW","0","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","10.4","TRUE","FALSE","FALSE","LAGGING","LAGGARD (V-Shape)","1.42","1.42","EXPANSION","100","0","29.13","29.01","8.74","33.61","690.6","695.32","697.25","5607700","3954420","4450","Supertrend bearish | RSI 29.1 lemah | Volume valid 1.42x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","635","620","615","605","0.1","0.2","0.3","0.4","157","322","487","661","1627","99874500","125500","613.86","613.86","595","695","765","765","6.3","3.07","20.47","24.62","3.25","8.02"
"TRIS","2026-05-22","2026-05-22","558","FULL","170","1.1904761904761905","V-SHAPE","V-SHAPE","reversal","TRUE","","V-SHAPE","2026-05-22","","NEW","0","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","SIDEWAYS","67.28","TRUE","FALSE","FALSE","LAGGING","LAGGARD (V-Shape)","1.62","1.62","EXPANSION","50","50","36.73","18.55","17.44","20.36","178.93","182.05","185.07","1869400","1154910","4450","Supertrend bearish | RSI 36.7 lemah | Volume valid 1.62x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","170","166","165","164","0.1","0.2","0.3","0.4","588","1204","1818","2439","6049","99979000","21000","165.28","165.28","160","185","204","204","5.88","3.2","20","23.43","3.4","7.33"
"AMIN","2026-05-22","2026-05-22","558","FULL","252","10.526315789473683","EARLY SWEEP","EARLY SWEEP","reversal","TRUE","","EARLY SWEEP","2026-05-22","","NEW","0","DOWNTREND","BULLISH","BULLISH","BULLISH","DEMAND STRUCTURE","NORMAL UPTREND","33.42","TRUE","TRUE","FALSE","LEADING","LEADING (Early)","0.17","0.17","DRY / QUIET","80","20","52.01","24.04","26.93","22.6","247.64","247.71","234.61","244400","1441635","4100","Supertrend bearish | RSI 52.0 > 50 | Volume 0.17x | Lolos anti-crash ADX | RISEN NORMAL UPTREND","Full Grid (1-2-3-4)","100000000","258","238","232","224","0.1","0.2","0.3","0.4","387","840","1293","1785","4305","99958200","41800","232.19","232.19","214","324","390","390","17.05","7.83","51.16","67.97","3","8.68"
"BBTN","2026-05-22","2026-05-22","558","FULL","1285","0.7843137254901961","EARLY SWEEP","EARLY SWEEP","reversal","TRUE","","EARLY SWEEP","2026-05-22","","NEW","0","DOWNTREND","BEARISH","BEARISH","BULLISH","DEMAND STRUCTURE","SIDEWAYS","52.6","TRUE","FALSE","FALSE","LEADING","LEADING (Early)","0.2","0.2","DRY / QUIET","90","10","43.57","16.26","18.73","25.51","1330.78","1321.73","1256.26","6748400","33943005","4100","Supertrend bearish | RSI 43.6 lemah | Volume 0.2x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","1490","1360","1330","1285","0.1","0.2","0.3","0.4","67","147","225","311","750","99863500","136500","1331.51","1331.52","1220","1895","2300","2300","18.12","8.37","54.36","72.74","3","8.68"
"CAKK","2026-05-22","2026-05-22","558","FULL","149","6.428571428571428","EARLY SWEEP","EARLY SWEEP","reversal","TRUE","","EARLY SWEEP","2026-05-22","","NEW","0","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","34.82","TRUE","FALSE","FALSE","LEADING","LEADING (Early)","1.12","1.12","NORMAL","100","0","40.43","15.59","12.83","23.95","158.29","162.89","164.16","451500","402365","4100","Supertrend bearish | RSI 40.4 lemah | Volume 1.12x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","158","153","152","150","0.1","0.2","0.3","0.4","632","1307","1973","2666","6578","99962300","37700","151.96","151.97","147","175","193","193","6.96","3.27","22.15","27","3.18","8.27"
"DGWG","2026-05-22","2026-05-22","318","FULL","334","2.4539877300613497","EARLY SWEEP","EARLY SWEEP","reversal","TRUE","","EARLY SWEEP","2026-05-22","","NEW","0","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","51.78","TRUE","FALSE","FALSE","LEADING","LEADING (Early)","1.08","1.08","NORMAL","75","25","37.47","15.96","14.56","27.08","360.43","375.34","389.15","12519800","11645760","4100","Supertrend bearish | RSI 37.5 lemah | Volume 1.08x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","468","392","374","348","0.1","0.2","0.3","0.4","213","510","802","1149","2674","99940400","59600","373.75","373.77","312","700","935","935","33.33","16.52","99.79","150.17","2.99","9.09"
"DMND","2026-05-22","2026-05-22","558","FULL","625","3.3057851239669422","EARLY SWEEP","EARLY SWEEP","reversal","TRUE","","EARLY SWEEP","2026-05-22","","NEW","0","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","100","TRUE","FALSE","FALSE","LEADING","LEADING (Early)","0.27","0.27","DRY / QUIET","100","0","44.31","13.99","13.31","24.82","631.72","652.22","672.78","10900","40635","4100","Supertrend bearish | RSI 44.3 lemah | Volume 0.27x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","740","670","650","625","0.1","0.2","0.3","0.4","135","298","461","640","1534","99921000","79000","651.38","651.39","590","965","1190","1190","20.27","9.42","60.81","82.69","3","8.78"
"ERAL","2026-05-22","2026-05-22","558","FULL","294","2.083333333333333","EARLY SWEEP","EARLY SWEEP","reversal","TRUE","","EARLY SWEEP","2026-05-22","","NEW","0","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","55.95","TRUE","FALSE","FALSE","LEADING","LEADING (Early)","0.64","0.64","DRY / QUIET","100","0","39.37","12.45","19.05","20.95","302.2","312.9","317.94","5937900","9279890","4100","Supertrend bearish | RSI 39.4 lemah | Volume 0.64x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","390","352","344","330","0.1","0.2","0.3","0.4","256","568","872","1212","2908","99970400","29600","343.78","343.78","310","510","630","630","20.51","9.83","61.54","83.26","3","8.47"
"GEMA","2026-05-22","2026-05-22","558","FULL","86","3.614457831325301","EARLY SWEEP","EARLY SWEEP","reversal","TRUE","","EARLY SWEEP","2026-05-22","","NEW","0","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","74.66","TRUE","FALSE","FALSE","LEADING","LEADING (Early)","1.55","1.55","EXPANSION","100","0","44.42","14.88","16.14","19.6","87.35","88.99","102.76","3970300","2559275","4100","Supertrend bearish | RSI 44.4 lemah | Volume valid 1.55x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","89","87","87","86","0.1","0.2","0.3","0.4","1123","2298","3448","4651","11520","99983500","16500","86.79","86.79","84","97","98","98","5.62","3.22","10.11","12.91","1.8","4.02"
"ICBP","2026-05-22","2026-05-22","558","FULL","6825","2.247191011235955","EARLY SWEEP","EARLY SWEEP","reversal","TRUE","","EARLY SWEEP","2026-05-22","","NEW","0","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","59.91","TRUE","FALSE","FALSE","LEADING","LEADING (Early)","0.78","0.78","DRY / QUIET","66.67","33.33","44.31","24.33","18.19","20.45","6915.19","7172.53","8294.17","5072300","6483500","4100","Supertrend bearish | RSI 44.3 lemah | Volume 0.78x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","8375","7800","7675","7475","0.1","0.2","0.3","0.4","11","25","39","53","128","98262500","1737500","7676.76","7681.61","7175","10175","11975","11975","14.33","6.54","42.99","55.99","3","8.57"
"IKBI","2026-05-22","2026-05-22","558","FULL","540","4.854368932038835","EARLY SWEEP","EARLY SWEEP","reversal","TRUE","","EARLY SWEEP","2026-05-22","","NEW","0","DOWNTREND","BEARISH","BEARISH","BULLISH","DEMAND STRUCTURE","SIDEWAYS","58.49","TRUE","FALSE","FALSE","LEADING","LEADING (Early)","1.11","1.11","NORMAL","100","0","47.63","20.7","14.96","13.85","544.06","548.32","521.96","55600","50160","4100","Supertrend bearish | RSI 47.6 lemah | Volume 1.11x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","550","525","520","510","0.1","0.2","0.3","0.4","181","380","576","784","1921","99841000","159000","519.73","519.75","498","630","705","705","9.45","4.18","28.18","35.65","2.98","8.52"
"IPOL","2026-05-22","2026-05-22","558","FULL","119","1.7094017094017095","EARLY SWEEP","EARLY SWEEP","reversal","TRUE","","EARLY SWEEP","2026-05-22","","NEW","0","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","25","TRUE","FALSE","FALSE","LEADING","LEADING (Early)","0.1","0.1","DRY / QUIET","71.43","28.57","45.98","48.28","28.79","10.71","122.16","122.3","125.64","1291200","13188065","4100","Supertrend bearish | RSI 46.0 lemah | Volume 0.1x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","139","121","117","111","0.1","0.2","0.3","0.4","719","1652","2564","3603","8538","99975400","24600","117.09","117.1","101","196","254","254","27.34","13.74","82.73","116.92","3.03","8.51"
"MDKI","2026-05-22","2026-05-22","558","FULL","191","3.2432432432432434","EARLY SWEEP","EARLY SWEEP","reversal","TRUE","","EARLY SWEEP","2026-05-22","","NEW","0","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","38.14","TRUE","FALSE","FALSE","LEADING","LEADING (Early)","1.99","1.99","EXPANSION","78.57","21.43","48.23","16.59","12.95","20.26","191.76","194.48","192.08","1002500","503495","4100","Supertrend bearish | RSI 48.2 lemah | Volume valid 1.99x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","197","191","190","188","0.1","0.2","0.3","0.4","507","1047","1578","2127","5259","99955200","44800","190.07","190.07","184","216","238","238","6.6","3.19","20.81","25.22","3.15","7.9"
"MUTU","2026-05-22","2026-05-22","558","FULL","108","5.88235294117647","EARLY SWEEP","EARLY SWEEP","reversal","TRUE","","EARLY SWEEP","2026-05-22","","NEW","0","DOWNTREND","BULLISH","BULLISH","BULLISH","STRUCTURE + DISCOUNT","SIDEWAYS","44.42","TRUE","FALSE","FALSE","LEADING","LEADING (Early)","1.4","1.4","EXPANSION","66.67","33.33","54.14","24.21","25.57","13.56","105.66","106.03","106.19","3980400","2844575","4100","Supertrend bearish | RSI 54.1 > 50 | Volume valid 1.4x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","137","119","114","108","0.1","0.2","0.3","0.4","729","1680","2631","3703","8743","99965100","34900","114.34","114.34","98","196","254","254","28.47","14.29","85.4","122.15","3","8.55"
"NISP","2026-05-22","2026-05-22","558","FULL","1300","0.3861003861003861","EARLY SWEEP","EARLY SWEEP","reversal","TRUE","","EARLY SWEEP","2026-05-22","","NEW","0","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","NORMAL DOWNTREND","25","TRUE","FALSE","FALSE","LEADING","LEADING (Early)","0.7","0.7","DRY / QUIET","100","0","36.35","19.89","18.56","23.55","1338.88","1381.3","1393.73","4234000","6017150","4100","Supertrend bearish | RSI 36.4 lemah | Volume 0.7x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","1505","1465","1455","1440","0.1","0.2","0.3","0.4","66","136","206","277","685","99718000","282000","1455.74","1455.76","1420","1635","1800","1800","5.65","2.45","19.6","23.65","3.47","9.63"
"PRAY","2026-05-22","2026-05-22","558","FULL","735","0","EARLY SWEEP","EARLY SWEEP","reversal","TRUE","","EARLY SWEEP","2026-05-22","","NEW","0","UPTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","67.76","TRUE","FALSE","FALSE","LEADING","LEADING (Early)","0.12","0.12","DRY / QUIET","100","0","47.25","37.49","25.51","12.87","740.97","750.55","751.14","7800","67600","4100","Supertrend bullish | RSI 47.3 lemah | Volume 0.12x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","880","825","810","795","0.1","0.2","0.3","0.4","113","242","370","503","1228","99867500","132500","813.25","813.29","760","1060","1240","1240","13.64","6.55","40.91","52.47","3","8.01"
"PUDP","2026-05-22","2026-05-22","558","FULL","326","10.884353741496598","EARLY SWEEP","EARLY SWEEP","reversal","TRUE","","EARLY SWEEP","2026-05-22","","NEW","0","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","29.06","TRUE","FALSE","FALSE","LEADING","LEADING (Early)","0.33","0.33","DRY / QUIET","93.33","6.67","48.81","15.37","17.18","23.33","326.74","355.13","454.2","247400","745625","4100","Supertrend bearish | RSI 48.8 lemah | Volume 0.33x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","348","324","318","310","0.1","0.2","0.3","0.4","287","617","943","1290","3137","99955800","44200","318.64","318.64","294","430","510","510","15.52","7.73","46.55","60.06","3","7.77"
"VINS","2026-05-22","2026-05-22","558","FULL","149","8.75912408759124","EARLY SWEEP","EARLY SWEEP","reversal","TRUE","","EARLY SWEEP","2026-05-22","","NEW","0","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","71.91","TRUE","FALSE","FALSE","LEADING","LEADING (Early)","0.29","0.29","DRY / QUIET","93.33","6.67","41.14","16.52","15.52","23.5","158.13","165.41","159.91","122100","420565","4100","Supertrend bearish | RSI 41.1 lemah | Volume 0.29x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","232","188","178","163","0.1","0.2","0.3","0.4","431","1063","1685","2453","5632","99960500","39500","177.49","177.49","140","370","510","510","39.66","21.12","119.83","187.35","3.02","8.87"
"PART","2026-05-22","2026-05-22","448","FULL","102","14.606741573033707","EARLY SWEEP","EARLY SWEEP","reversal","TRUE","","EARLY SWEEP","2026-05-22","","NEW","0","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","NORMAL DOWNTREND","49.77","TRUE","FALSE","FALSE","IMPROVING","IMPROVING (Early)","0.67","0.67","DRY / QUIET","100","0","41.13","16.44","15.61","28.44","111.1","119.13","121.38","12519600","18711550","4050","Supertrend bearish | RSI 41.1 lemah | Volume 0.67x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","180","139","129","116","0.1","0.2","0.3","0.4","555","1438","2325","3448","7766","99967500","32500","128.72","128.73","96","306","432","432","46.67","25.42","140","235.6","3","9.27"
"INDR","2026-05-22","2026-05-22","558","FULL","2230","1.82648401826484","EARLY SWEEP","EARLY SWEEP","reversal","TRUE","","EARLY SWEEP","2026-05-22","","NEW","0","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","16.1","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Early)","2.14","2.14","VOLUME SURGE","84.62","15.38","37.46","25.4","11.71","26.6","2455.19","2650.18","2792.74","183500","85700","4020","Supertrend bearish | RSI 37.5 lemah | Volume valid 2.14x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","3040","2970","2950","2930","0.1","0.2","0.3","0.4","32","67","101","136","336","99270000","730000","2954.46","2954.66","2870","3300","3630","3630","5.59","2.86","19.41","22.86","3.47","8"
"ADHI","2026-05-22","2026-05-22","558","FULL","180","2.857142857142857","EARLY SWEEP","EARLY SWEEP","reversal","TRUE","","EARLY SWEEP","2026-05-22","","NEW","0","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","25","TRUE","FALSE","FALSE","WEAKENING","WEAKENING (Early)","0.27","0.27","DRY / QUIET","100","0","40.02","23.58","24.39","28.12","191.49","200.51","230.9","4877500","18345335","4000","Supertrend bearish | RSI 40.0 lemah | Volume 0.27x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","242","240","240","238","0.1","0.2","0.3","0.4","413","833","1250","1680","4176","99970600","29400","239.39","239.39","236","252","278","278","2.48","1.42","14.88","16.13","6","11.38"
"BELL","2026-05-22","2026-05-22","558","FULL","115","7.476635514018691","EARLY SWEEP","EARLY SWEEP","reversal","TRUE","","EARLY SWEEP","2026-05-22","","NEW","0","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","NORMAL DOWNTREND","67.45","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Early)","0.31","0.31","DRY / QUIET","100","0","34.43","11.47","21.15","28.61","135.52","144.31","115.43","11954500","38483415","4000","Supertrend bearish | RSI 34.4 lemah | Volume 0.31x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","179","149","141","131","0.1","0.2","0.3","0.4","558","1342","2127","3053","7080","99969000","31000","141.2","141.2","115","276","372","372","35.75","18.55","107.82","163.46","3.02","8.81"
"BNBR","2026-05-22","2026-05-22","558","FULL","142","12.698412698412698","EARLY SWEEP","EARLY SWEEP","reversal","TRUE","","EARLY SWEEP","2026-05-22","","NEW","0","DOWNTREND","BEARISH","BEARISH","BULLISH","DEMAND STRUCTURE","NORMAL UPTREND","15.77","TRUE","TRUE","FALSE","LAGGING","LAGGARD (Early)","1.29","1.29","EXPANSION","92.31","7.69","39.85","26.47","14.79","28.95","170.87","165.55","115.48","1872726300","1449141975","4000","Supertrend bearish | RSI 39.9 lemah | Volume valid 1.29x | Lolos anti-crash ADX | RISEN NORMAL UPTREND","Full Grid (1-2-3-4)","100000000","175","163","160","155","0.1","0.2","0.3","0.4","571","1226","1875","2580","6252","99966300","33700","159.89","159.9","146","232","236","236","16.57","8.69","34.86","47.6","2.1","5.48"
"CGAS","2026-05-22","2026-05-22","554","FULL","166","4.40251572327044","EARLY SWEEP","EARLY SWEEP","reversal","TRUE","","EARLY SWEEP","2026-05-22","","NEW","0","DOWNTREND","BEARISH","BEARISH","BULLISH","STRUCTURE + DISCOUNT","SIDEWAYS","34.67","TRUE","FALSE","FALSE","WEAKENING","WEAKENING (Early)","0.41","0.41","DRY / QUIET","100","0","45.75","17.55","18.08","26.53","171.32","170.95","159.83","4835900","11897520","4000","Supertrend bearish | RSI 45.8 lemah | Volume 0.41x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","173","167","166","164","0.1","0.2","0.3","0.4","578","1197","1807","2439","6021","99985100","14900","166.06","166.06","159","194","216","216","8.09","4.25","24.86","30.07","3.07","7.07"
"DOOH","2026-05-22","2026-05-22","558","FULL","140","7.6923076923076925","EARLY SWEEP","EARLY SWEEP","reversal","TRUE","","EARLY SWEEP","2026-05-22","","NEW","0","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","31.18","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Early)","0.24","0.24","DRY / QUIET","95","5","42.26","26.37","12.37","24.62","155.01","161.89","168.71","19089800","80130570","4000","Supertrend bearish | RSI 42.3 lemah | Volume 0.24x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","157","136","131","124","0.1","0.2","0.3","0.4","636","1470","2290","3225","7621","99966200","33800","131.17","131.17","112","224","292","292","28.66","14.62","85.99","122.61","3","8.39"
"FILM","2026-05-22","2026-05-22","558","FULL","2060","7.5718015665796345","EARLY SWEEP","EARLY SWEEP","reversal","TRUE","","EARLY SWEEP","2026-05-22","","NEW","0","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","NORMAL DOWNTREND","77.33","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Early)","0.48","0.48","DRY / QUIET","92.73","7.27","35.01","27.05","16.8","30.98","2459.4","3598.46","5463.24","2336800","4820180","4000","Supertrend bearish | RSI 35.0 lemah | Volume 0.48x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","14500","10875","10025","8800","0.1","0.2","0.3","0.4","6","18","29","45","98","96947500","3052500","9892.6","9933.73","7025","25725","36925","36925","51.55","28.99","154.66","273.26","3","9.43"
"HUMI","2026-05-22","2026-05-22","558","FULL","150","5.633802816901409","EARLY SWEEP","EARLY SWEEP","reversal","TRUE","","EARLY SWEEP","2026-05-22","","NEW","0","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","NORMAL DOWNTREND","77.99","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Early)","0.69","0.69","DRY / QUIET","95.24","4.76","36.85","19.06","13.28","28.91","177.42","192.04","175.99","64895700","94675270","4000","Supertrend bearish | RSI 36.9 lemah | Volume 0.69x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","218","187","179","168","0.1","0.2","0.3","0.4","458","1069","1675","2380","5582","99941200","58800","179.04","179.05","151","318","420","420","30.73","15.66","92.66","134.58","3.01","8.59"
"IATA","2026-05-22","2026-05-22","558","FULL","70","9.375","EARLY SWEEP","EARLY SWEEP","reversal","TRUE","","EARLY SWEEP","2026-05-22","","NEW","0","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","59.03","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Early)","1.08","1.08","NORMAL","100","0","39.99","21.5","13.01","27.66","75.81","80.4","81.69","136433500","126901315","4000","Supertrend bearish | RSI 40.0 lemah | Volume 1.08x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","91","77","74","69","0.1","0.2","0.3","0.4","1098","2597","4054","5797","13546","99987600","12400","73.81","73.81","62","135","178","178","31.87","16","95.6","141.15","3","8.82"
"INKP","2026-05-22","2026-05-22","558","FULL","8100","2.2082018927444795","EARLY SWEEP","EARLY SWEEP","reversal","TRUE","","EARLY SWEEP","2026-05-22","","NEW","0","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","36.91","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Early)","0.83","0.83","NORMAL","78.26","21.74","28.41","26.66","7.99","31.76","8988.42","9340.69","8667.6","7496400","9034215","4000","Supertrend bearish | RSI 28.4 lemah | Volume 0.83x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","9750","9650","9600","9575","0.1","0.2","0.3","0.4","10","20","31","41","102","98067500","1932500","9614.46","9614.71","9450","10200","11225","11225","3.08","1.71","15.13","16.75","4.92","9.79"
"LAPD","2026-05-22","2026-05-22","558","FULL","74","10.44776119402985","EARLY SWEEP","EARLY SWEEP","reversal","TRUE","","EARLY SWEEP","2026-05-22","","NEW","0","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","28.78","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Early)","0.22","0.22","DRY / QUIET","84.62","15.38","42.86","21.93","17.99","17.69","81.87","90.34","112.57","31798600","144450990","4000","Supertrend bearish | RSI 42.9 lemah | Volume 0.22x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","102","86","82","77","0.1","0.2","0.3","0.4","980","2325","3658","5194","12157","99980400","19600","82.24","82.24","68","153","163","163","33.33","17.32","59.8","98.2","1.79","5.67"
